EXP_INFO, , ,PID,899740, , , , ,"train.py --config ckpt/0502_AMASS_H36MMESH/99_smalldata_ApcbHecb_Mcvpr_vx1000/config.yaml -c ckpt/0502_AMASS_H36MMESH/99_smalldata_ApcbHecb_Mcvpr_vx1000/ -gpu 4,5 -bs 360 -vertex_x1000 -out 050299", , ,Checkpoint,ckpt/0502_AMASS_H36MMESH/99_smalldata_ApcbHecb_Mcvpr_vx1000/, , ,Config,ckpt/0502_AMASS_H36MMESH/99_smalldata_ApcbHecb_Mcvpr_vx1000/config.yaml, , 
 , , , , , , , , , , , , , , , , , , , 
Epoch,lr,JOINT,MESH,ALL,AMASS, , , , , , , , , , , , , , , , , , , , , , , ,H36M_MESH, , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,MP, , , , , , , , , ,MC, , , , , , ,MIB, , , , , , ,PE, , , , , , , , , ,MC, , , , , , ,MIB, , , , , , 
 , , , , ,Avg,0,5,10,15,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0.4,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0.4,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0,5,10,15,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0.4,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0.4,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j
53,0.00011859,0.19934,221.91733,222.11667,50.74,44.13,46.59,52.85,61.97,63.54,52.29,41.72,46.69,38.09,71.06,71.06,70.21,57.1,47.36,50.6,42.81,43.68,43.68,53.32,42.7,33.99,38.44,31.26,91.71,93.43,91.64,91.0,92.39,102.12,86.71,57.16,79.12,52.91,95.95,95.95,91.34,71.72,61.96,64.05,56.15,62.98,62.98,64.96,54.36,45.31,49.13,41.57
55,0.00011623,0.19368,218.23175,218.42543,53.2,47.54,49.59,55.08,62.81,59.37,49.3,38.53,43.8,35.09,72.76,72.76,66.17,53.69,45.06,47.38,40.48,47.09,47.09,50.14,40.97,32.14,36.55,29.38,97.32,98.5,97.5,96.84,97.81,99.54,83.1,55.96,75.85,51.6,107.66,107.66,87.29,68.02,58.52,60.72,53.14,73.91,73.91,60.99,50.68,41.45,45.89,38.21
57,0.00011392,0.19063,216.57155,216.76218,53.67,48.29,49.97,55.41,63.48,58.74,48.18,38.46,42.79,34.85,73.6,73.6,67.15,54.1,45.92,47.66,41.15,48.06,48.06,49.45,39.69,31.54,35.41,28.8,77.08,78.08,76.61,76.73,78.3,96.88,81.61,55.29,74.61,51.1,86.54,86.54,87.22,68.38,58.54,61.24,53.24,53.84,53.84,59.4,49.65,40.48,45.05,37.35
59,0.00011165,0.18510,213.26801,213.45310,48.93,43.54,45.29,50.66,58.69,57.16,46.52,36.98,41.33,33.65,70.11,70.11,65.05,51.79,44.08,45.73,39.62,42.6,42.6,48.09,37.83,30.26,33.8,27.74,84.07,85.6,83.72,83.5,85.17,97.39,81.27,53.52,74.18,49.48,88.62,88.62,84.64,65.15,56.68,58.21,51.41,56.05,56.05,58.23,47.77,38.55,43.37,35.6
61,0.00010943,0.18214,211.19980,211.38193,62.02,57.23,58.8,63.56,70.62,56.1,45.22,35.73,40.38,32.68,78.91,78.91,62.56,49.79,42.42,44.06,38.26,57.84,57.84,46.31,36.47,28.68,32.79,26.48,83.45,84.99,82.91,82.99,84.26,96.98,82.63,52.78,75.37,49.01,91.22,91.22,83.67,64.92,55.55,57.85,50.57,67.42,67.42,56.29,46.66,36.69,42.4,34.08
63,0.00010725,0.17950,209.02813,209.20762,58.91,54.0,55.67,60.52,67.55,55.75,45.32,35.24,40.51,32.15,76.34,76.34,63.0,49.86,41.83,44.18,37.7,53.24,53.24,46.94,37.02,28.39,33.3,26.13,80.78,82.46,81.0,80.19,80.72,91.79,77.03,51.43,70.21,47.51,92.95,92.95,80.67,62.37,54.26,55.7,49.17,64.47,64.47,53.96,44.28,36.02,40.26,33.24
65,0.00010512,0.17560,207.29919,207.47480,46.97,41.2,43.38,48.91,56.47,53.5,43.29,33.81,38.57,30.89,67.21,67.21,61.41,48.53,41.02,42.88,36.96,39.49,39.49,44.78,34.94,27.35,31.27,25.17,88.22,89.55,87.61,87.7,89.99,93.29,79.28,51.33,72.55,47.45,93.89,93.89,79.46,60.35,52.98,53.93,48.08,60.6,60.6,53.64,43.33,34.97,39.43,32.36
67,0.00010303,0.17336,205.68858,205.86195,54.28,49.17,50.89,56.06,63.06,53.28,43.08,33.97,38.33,31.0,75.18,75.18,60.54,47.6,40.65,42.07,36.64,48.16,48.16,43.61,34.39,27.15,30.82,24.96,95.36,96.81,95.33,94.68,96.25,92.14,77.25,50.08,70.76,46.31,102.13,102.13,78.44,59.99,52.94,53.66,48.02,67.83,67.83,52.37,42.44,35.17,38.77,32.49
69,0.00010098,0.17078,204.25731,204.42810,46.25,40.15,42.49,48.42,56.01,51.51,41.82,32.55,37.27,29.71,66.53,66.53,58.52,46.28,39.18,40.93,35.28,39.78,39.78,42.75,33.7,25.93,30.31,23.83,87.6,88.44,87.43,87.46,88.4,91.96,77.49,50.66,70.82,46.9,93.42,93.42,77.54,58.67,52.08,52.35,47.32,60.17,60.17,51.5,41.43,33.91,37.75,31.39
71,0.00009897,0.16981,202.89331,203.06313,42.49,37.04,38.93,44.37,51.75,53.24,42.64,33.67,37.93,30.6,62.19,62.19,60.47,47.39,40.55,41.8,36.42,36.87,36.87,45.48,35.18,27.67,31.45,25.27,69.42,71.0,69.2,68.9,70.61,87.99,73.79,48.75,67.26,45.09,75.79,75.79,75.89,57.68,51.21,51.59,46.49,43.35,43.35,51.19,41.04,33.06,37.6,30.71
