EXP_INFO, , ,Checkpoint,ckpt/0304_base030105_woGlobalOrient/01_default/, , ,Config,ckpt/0304_base030105_woGlobalOrient/01_default/config.yaml, , ,Arg,"train.py --config ckpt/0304_base030105_woGlobalOrient/01_default/config.yaml -c ckpt/0304_base030105_woGlobalOrient/01_default/ -gpu 4,5,6,7 -bs 768 -use_presave_data 0", , ,PID,558245
 , , , , , , , , , , , , , , , , 
Epoch,lr,train_loss,H36M_3D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,AMASS, , , , , , , , , , , , , , , , ,PW3D_MESH, , , , , , , , , , , , , , , , 
 , , ,PE, , , , , , , , , , , , , , , ,MP, , , , ,FPE, , , , ,MC, ,MIB, ,PE, , ,MP, , , , ,FPE, , , , ,MC, ,MIB, ,PE, , ,MP, , , , ,FPE, , , , ,MC, ,MIB, 
 , , ,Avg,Direction,Discuss,Eating,Greet,Phone,Photo,Pose,Purchase,Sitting,SittingDown,Smoke,Wait,Walk,WalkDog,WalkTwo,Avg,0,5,10,15,Avg,0,5,10,15,Avg,0.4,Avg,0.4,Avg,0,15,Avg,0,5,10,15,Avg,0,5,10,15,Avg,0.4,Avg,0.4,Avg,0,15,Avg,0,5,10,15,Avg,0,5,10,15,Avg,0.4,Avg,0.4
29,0.00015094,0.01336,54.82,48.85,53.62,51.61,49.43,55.9,68.86,50.04,50.3,65.06,77.33,55.64,52.52,42.94,54.44,45.81,12.39,8.93,9.93,13.15,17.55,30.37,27.25,28.62,31.21,34.4,32.45,32.45,107.39,107.39,25.03,25.19,24.87,21.41,10.41,16.7,24.93,33.61,34.51,26.58,30.56,36.82,44.08,38.14,38.14,156.2,156.2,241.51,242.46,240.57,94.52,59.58,78.38,108.91,131.23,247.59,247.27,245.99,247.42,249.68,199.69,199.69,288.88,288.88
31,0.00014794,0.01264,53.29,46.72,52.08,48.81,50.51,53.71,67.36,49.27,48.08,62.2,73.69,52.34,51.91,42.86,54.28,45.51,8.92,4.42,6.13,10.1,15.02,28.06,24.64,26.2,28.97,32.42,29.79,29.79,84.1,84.1,22.71,22.77,22.64,19.74,7.8,14.84,23.62,32.7,32.52,23.87,28.37,35.07,42.78,35.51,35.51,152.58,152.58,238.4,239.33,237.47,82.79,49.81,67.73,95.91,117.7,243.11,241.43,241.15,243.71,246.15,171.41,171.41,278.04,278.04
33,0.00014500,0.01217,52.03,46.7,51.58,48.08,46.94,54.13,67.19,48.56,47.46,61.47,72.24,52.61,50.42,38.84,52.35,41.82,9.87,5.56,7.21,11.0,15.72,28.84,25.53,27.05,29.72,33.03,30.41,30.41,92.47,92.47,23.01,23.23,22.79,18.86,6.5,14.02,22.9,32.01,31.95,23.38,27.86,34.49,42.08,35.79,35.79,150.36,150.36,234.42,234.76,234.08,88.7,52.72,72.4,102.99,126.69,238.75,236.32,236.13,239.31,243.26,191.42,191.42,253.86,253.86
35,0.00014211,0.01223,51.57,46.4,50.61,46.89,46.76,53.2,65.12,48.12,47.39,62.37,71.67,52.22,50.33,38.64,52.13,41.62,8.25,3.63,5.44,9.5,14.44,28.63,25.39,26.87,29.5,32.77,29.36,29.36,83.55,83.55,22.09,22.18,22.0,19.37,7.17,14.5,23.33,32.49,33.34,24.8,29.28,35.87,43.4,35.45,35.45,149.35,149.35,240.61,241.11,240.11,96.35,67.1,82.01,107.93,128.38,247.59,246.66,245.96,247.77,249.98,184.55,184.55,331.7,331.7
37,0.00013928,0.01132,52.58,47.04,51.88,48.72,48.28,54.06,68.57,48.16,48.1,60.98,70.72,52.49,51.5,41.17,52.23,44.85,9.11,4.88,6.41,10.19,14.96,28.39,25.12,26.57,29.28,32.59,29.76,29.76,82.91,82.91,24.29,24.88,23.7,19.34,7.36,14.51,23.26,32.23,32.42,23.95,28.31,34.93,42.47,36.38,36.38,151.28,151.28,235.16,235.36,234.97,100.83,80.6,88.52,108.35,125.85,242.74,241.42,241.05,243.08,245.43,180.69,180.69,351.99,351.99
39,0.00013651,0.01126,51.82,46.63,51.8,47.6,47.55,53.28,66.95,48.34,47.15,60.94,72.91,51.27,51.16,38.24,51.2,42.24,9.94,5.97,7.36,10.89,15.55,28.8,25.53,27.02,29.67,32.96,29.71,29.71,83.42,83.42,23.72,23.82,23.62,20.43,9.45,15.66,23.88,32.73,33.43,25.34,29.4,35.75,43.21,36.25,36.25,147.04,147.04,241.59,241.64,241.54,130.48,96.38,115.18,144.2,166.16,245.27,241.88,242.6,246.22,250.38,218.4,218.4,304.65,304.65
41,0.00013379,0.01068,50.15,44.25,50.36,46.23,44.66,51.91,63.37,45.96,45.29,60.61,72.88,50.29,48.62,37.03,50.68,40.07,7.89,3.11,5.07,9.24,14.15,28.12,24.74,26.3,29.04,32.39,29.4,29.4,78.04,78.04,22.46,22.58,22.34,19.25,7.5,14.65,23.19,31.65,32.23,23.86,28.23,34.8,42.03,35.38,35.38,145.89,145.89,238.26,238.59,237.92,101.21,65.01,84.37,116.11,139.35,241.64,237.87,239.06,242.7,246.94,189.21,189.21,259.32,259.32
43,0.00013113,0.01056,51.03,45.32,50.36,48.95,46.62,52.95,65.9,47.94,46.67,61.0,70.92,50.63,49.49,37.38,49.68,41.59,7.88,3.24,5.11,9.17,13.98,28.19,24.9,26.4,29.07,32.37,29.44,29.44,88.41,88.41,21.93,21.97,21.88,19.04,7.22,14.26,22.9,31.78,32.28,23.79,28.24,34.81,42.27,35.61,35.61,146.02,146.02,251.59,251.95,251.24,99.58,69.81,84.43,110.71,133.37,253.66,251.26,251.47,254.05,257.88,208.2,208.2,268.98,268.98
45,0.00012852,0.01010,50.82,44.69,50.34,48.04,45.88,52.69,64.45,47.16,46.65,60.7,72.27,51.22,49.45,37.99,50.55,40.26,7.85,2.99,5.04,9.22,14.14,28.08,24.64,26.24,29.01,32.42,28.9,28.9,77.89,77.89,21.73,21.89,21.57,18.82,6.72,14.04,22.81,31.71,31.38,22.55,27.19,34.08,41.69,34.5,34.5,147.49,147.49,238.92,239.3,238.53,105.95,78.31,93.3,116.75,135.44,242.26,238.82,239.99,243.28,246.96,198.05,198.05,273.53,273.53
47,0.00012596,0.00987,49.96,44.55,49.91,45.42,45.04,51.78,64.91,47.0,45.46,59.99,70.81,50.48,48.73,36.32,49.21,39.8,8.01,3.5,5.24,9.22,14.06,28.06,24.74,26.26,28.96,32.27,29.11,29.11,87.63,87.63,22.67,22.76,22.59,19.88,8.81,15.15,23.48,32.08,33.34,25.39,29.39,35.68,42.91,35.54,35.54,139.48,139.48,258.08,256.74,259.41,124.38,85.96,105.87,138.9,166.8,257.84,251.26,253.74,259.83,266.55,218.86,218.86,281.55,281.55
